"id","active","name","keyword","slug","description","ParentId","icon","picture","otc_id","ProviderType","IconImageUrl","ApproxWeight","is_top","user_id","created_at","updated_at","deleted_at"
"555","2021-10-04 10:50:05","Beach shorts","Beach shorts","beach-shorts",NULL,"otc-1338",NULL,NULL,"otc-1350","Taobao",NULL,"0.3",NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"556","2021-10-04 10:50:05","Inflatable pools","Inflatable pools","inflatable-pools",NULL,"otc-1338",NULL,NULL,"otc-1351","Taobao",NULL,"1",NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"557","2021-10-04 10:50:05","Pool toys","Pool toys","pool-toys",NULL,"otc-1338",NULL,NULL,"otc-1352","Taobao",NULL,"0.45",NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"558","2021-10-04 10:50:05","All for swimming","All for swimming","all-for-swimming",NULL,"otc-1338",NULL,NULL,"otc-1353",,NULL,NULL,NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"559","2021-10-04 10:50:05","Dance mats","Dance mats","dance-mats",NULL,"otc-1174",NULL,NULL,"otc-1573","Taobao","https://data.otcommerce.com/public/catalog/picture/sportivnye-tovary/tancevalnye-kovriki.png","0.7",NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"560","2021-10-04 10:50:05","Bicycles and repair parts","Bicycles and repair parts","bicycles-and-repair-parts",NULL,"otc-1174",NULL,NULL,"otc-1574",,"https://data.otcommerce.com/public/catalog/picture/sportivnye-tovary/velosipedy-i-zapchasti.png",NULL,NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"561","2021-10-04 10:50:05","Road racing bicycles","Road racing bicycles","road-racing-bicycles",NULL,"otc-1574",NULL,NULL,"otc-1575","Taobao",NULL,"13.5",NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"562","2021-10-04 10:50:05","Mountain bikes","Mountain bikes","mountain-bikes",NULL,"otc-1574",NULL,NULL,"otc-1576","Taobao",NULL,"14.5",NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"563","2021-10-04 10:50:05","Folding bicycles","Folding bicycles","folding-bicycles",NULL,"otc-1574",NULL,NULL,"otc-1577","Taobao",NULL,"8",NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"564","2021-10-04 10:50:05","BMX","BMX","bmx",NULL,"otc-1574",NULL,NULL,"otc-1578","Taobao",NULL,"8",NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
